scenario,run,type,location,severity,component_1_type,component_1_location,component_2_type,component_2_location,baseline_att,baseline_att_access,baseline_att_walk_component,baseline_CEF,baseline_CEF2,baseline_exposure,baseline_dun,baseline_gc,baseline_gc_access,baseline_cost,baseline_energy,baseline_vkm,baseline_vh,baseline_num_routes,baseline_num_unique_nodes,baseline_invalid_edges,baseline_gc_P30,baseline_gc_P60,baseline_gc_P90,att,att_access,att_walk_component,CEF,CEF2,exposure,dun,gc,gc_access,cost,energy,vkm,vh,num_routes,num_unique_nodes,invalid_edges,gc_P30,gc_P60,gc_P90,phase,broken_routes,delta_att,pct_delta_att,delta_att_access,pct_delta_att_access,delta_CEF,pct_delta_CEF,delta_CEF2,pct_delta_CEF2,delta_exposure,pct_delta_exposure,delta_dun,pct_delta_dun,delta_gc,pct_delta_gc,delta_gc_access,pct_delta_gc_access,delta_cost,pct_delta_cost,delta_energy,pct_delta_energy,delta_vkm,pct_delta_vkm,delta_vh,pct_delta_vh,delta_num_routes,pct_delta_num_routes,delta_num_unique_nodes,pct_delta_num_unique_nodes
S1_service,11,combined_disruption,central_area + central_area,moderate,demand_surge,central_area,area_closure,central_area,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,17.373616724141282,18.131326633826852,0.7577099096855687,1.2655447293561044,1.0915060432376822,23.038802141572134,28.373870127348752,29.468371354819343,30.01108963878868,32128.61908947297,,20833.675225841213,858.9821616,16,74,0,20.956210316614715,29.468371354819343,37.98053239302397,t0_immediate,16,-0.6198159689239056,-0.034446788419798716,0.13789394076166417,0.007663570543424412,-0.42056799496451136,-0.24943053266736395,-0.3975214055066454,-0.2669671441193839,-9.200348926014037,-0.2853781387334431,28.373870127348752,,11.474938661754155,0.6377292680888338,12.017656945723491,0.6678912884896717,-2397.5737736023766,-0.06944217056049944,,,-1498.0932670029651,-0.0670835033724715,-66.61662000000001,-0.07197137823025847,3.0,0.23076923076923078,-8.0,-0.0975609756097561
S1_service,12,area_closure,peripheral_area,mild,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,17.707544130198894,17.717166977169537,0.009622846970644746,1.5892437236995836,1.3970053147956016,31.152188151705342,5.250014527178018,19.927904207263804,19.93702185337056,32893.26417954822,,21872.475376435275,855.2935488,15,78,0,18.3528998491104,19.927904207263804,21.502908565417208,t0_immediate,15,-0.28588856286629394,-0.015888494860487497,-0.27626571589565074,-0.015353697129849256,-0.09686900062103221,-0.05745108213928198,-0.09202213394872594,-0.061800159578204346,-1.0869629158808287,-0.033715618429347574,5.250014527178018,,1.9344715141986164,0.10750986469325428,1.9435891603053719,0.10801658546534296,-1632.9286835271269,-0.04729535891788091,,,-459.2931164089023,-0.02056680448555047,-70.3052328,-0.07595648805681185,2.0,0.15384615384615385,-4.0,-0.04878048780487805
S1_service,13,combined_disruption,peripheral + peripheral_area,mild,node_removal,peripheral,area_closure,peripheral_area,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,17.85526375179761,18.153868013827925,0.29860426203031165,1.229234365786453,1.171306405972688,28.823592535666315,15.360153080100988,24.328759754726306,24.58149794500506,32107.642133840636,,20968.955611300793,851.8043136,18,78,0,19.720713830696013,24.328759754726306,28.936805678756606,t0_immediate,18,-0.13816894126757617,-0.007678853925456235,0.16043532076273692,0.008916326500866618,-0.4568783585341627,-0.27096548880992066,-0.3177210427716395,-0.2133748730015477,-3.4155585319198565,-0.10594443150067687,15.360153080100988,,6.335327061661118,0.35209107510112864,6.588065251939874,0.3661372104100496,-2418.55072923471,-0.07004973698740102,,,-1362.8128815433847,-0.06102574822858629,-73.79446800000005,-0.07972619396974372,5.0,0.38461538461538464,-4.0,-0.04878048780487805
S1_service,14,demand_surge,central_area,mild,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,17.83386969082654,17.83386969082654,0.0,1.6688732140284344,1.4794940185245018,33.18965510592168,0.0,17.83386969082654,17.83386969082654,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.83386969082654,17.83386969082654,17.83386969082654,t0_immediate,13,-0.15956300223864872,-0.00886784667275553,-0.15956300223864872,-0.00886784667275553,-0.017239510292181404,-0.010224411478258495,-0.009533430219825778,-0.006402454318666297,0.9505040383355094,0.029482911517827264,0.0,,-0.15956300223864872,-0.00886784667275553,-0.15956300223864872,-0.00886784667275553,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1_service,15,link_failure,any_road,mild,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,17.690233822907683,17.690233822907683,0.0,1.45868110513883,1.2620923336667986,22.978272363424807,18.500013271742887,25.517546180913143,25.517546180913143,34316.58018161133,,22169.943431014162,921.1458576000001,14,82,0,19.96754219939028,25.517546180913143,31.067550162436014,t0_immediate,14,-0.30319887015750524,-0.016850529597632613,-0.30319887015750524,-0.016850529597632613,-0.22743161918178578,-0.13488518051094397,-0.22693511507752895,-0.15240492394475308,-9.260878704161364,-0.2872556626800394,18.500013271742887,,7.524113487847956,0.41815887030537585,7.524113487847956,0.41815887030537585,-209.61268146401562,-0.006071120621242594,,,-161.82506183001533,-0.007246406028338925,-4.452923999999939,-0.004810857672373516,1.0,0.07692307692307693,0.0,0.0
S1_service,16,area_closure,central_area,mild,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,15.462907190808856,15.736244306514736,0.2733371157058797,1.0934044041759643,0.9087250665973096,20.30158950282415,41.149460400097695,33.78968055968173,33.950540927201445,31995.324484370205,,20923.76470746275,847.5729288000001,19,79,0,21.444842439652415,33.78968055968173,46.134518679711036,t0_immediate,19,-2.5305255022563315,-0.14063606124648,-2.2571883865504514,-0.12544512351000095,-0.5927083201446515,-0.35152354382680495,-0.580302382147018,-0.3897190630276007,-11.93756156476202,-0.37028151081696015,41.149460400097695,,15.79624786661654,0.8778896242907858,15.957108234136257,0.8868295731189888,-2530.8683787051414,-0.07330285122203044,,,-1408.0037853814283,-0.06304936332438689,-78.02585279999994,-0.08429770474105812,6.0,0.46153846153846156,-3.0,-0.036585365853658534
S1_service,17,area_closure,peripheral_area,severe,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,16.75577021311191,17.17785750037358,0.42208728726167294,1.0769845326336602,1.021868034874693,32.06522667060754,26.78262104726248,28.33770840174155,28.646749650367255,29628.886378863794,,19204.393915579738,792.5206248000001,22,73,0,20.302922087562806,28.33770840174155,36.37249471592029,t0_immediate,22,-1.2376624799532792,-0.06878412257769381,-0.8155751926916075,-0.04532627023446931,-0.6091281916869555,-0.3612618438262431,-0.46715941386963467,-0.31373458848161767,-0.17392439697863438,-0.0053948193801387385,26.78262104726248,,10.344275708676363,0.5748917332857298,10.653316957302067,0.5920669579300419,-4897.306484211553,-0.14184322330682061,,,-3127.3745772644397,-0.14004150984578548,-133.0781568,-0.14377520740677688,9.0,0.6923076923076923,-9.0,-0.10975609756097561
S1_service,18,link_failure,any_road,moderate,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,18.04173560384973,18.04173560384973,0.0,1.5995434639899893,1.4627400587149473,32.880448857518154,0.0,18.04173560384973,18.04173560384973,34276.99756199753,,22140.15436649691,920.2707816000001,14,82,0,18.04173560384973,18.04173560384973,18.04173560384973,t0_immediate,14,0.04830291078454252,0.002684474475132188,0.04830291078454252,0.002684474475132188,-0.08656926033062651,-0.051342510546267185,-0.026287390029380298,-0.017654066788055534,0.6412977899319827,0.019891894441871803,0.0,,0.04830291078454252,0.002684474475132188,0.04830291078454252,0.002684474475132188,-249.1953010778161,-0.007217572527213751,,,-191.6141263472673,-0.00858033820333874,-5.3279999999999745,-0.005756273782891045,1.0,0.07692307692307693,0.0,0.0
S1_service,19,node_removal,central,mild,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,15.312769655522894,15.393358542908159,0.0805888873852643,1.2711394717802509,1.0862429806974627,29.891329534506177,26.054325189265814,26.955725967549228,27.01531796414873,33139.074434285096,,21426.812144856372,888.7569288000001,17,81,0,19.139428410769483,26.955725967549228,34.77202352432897,t0_immediate,17,-2.6806630375422937,-0.14898007974739821,-2.6000741501570293,-0.14450128524720682,-0.4149732525403649,-0.2461124019496204,-0.40278446804686485,-0.27050170793461625,-2.347821533079994,-0.0728251661514914,26.054325189265814,,8.96229327448404,0.49808690911646775,9.02188527108354,0.5013987839330206,-1387.1184287902506,-0.04017582924046425,,,-904.9563479878052,-0.0405232728557876,-36.84185279999997,-0.03980326414898121,4.0,0.3076923076923077,-1.0,-0.012195121951219513
S1_service,20,link_failure,any_road,mild,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,18.04173560384973,18.04173560384973,0.0,1.5995434639899893,1.4627400587149473,32.880448857518154,0.0,18.04173560384973,18.04173560384973,34276.99756199753,,22140.15436649691,920.2707816000001,14,82,0,18.04173560384973,18.04173560384973,18.04173560384973,t0_immediate,14,0.04830291078454252,0.002684474475132188,0.04830291078454252,0.002684474475132188,-0.08656926033062651,-0.051342510546267185,-0.026287390029380298,-0.017654066788055534,0.6412977899319827,0.019891894441871803,0.0,,0.04830291078454252,0.002684474475132188,0.04830291078454252,0.002684474475132188,-249.1953010778161,-0.007217572527213751,,,-191.6141263472673,-0.00858033820333874,-5.3279999999999745,-0.005756273782891045,1.0,0.07692307692307693,0.0,0.0
S1_service,21,link_failure,any_road,moderate,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,18.33408323688181,18.33408323688181,0.0,1.490278718151296,1.3824751401968,35.97828168951438,0.6304364825146582,18.596760376930696,18.596760376930696,34054.0751160425,,22110.73220705312,909.1938528000001,15,82,0,18.407629432176297,18.596760376930696,18.785891321685092,t0_immediate,15,0.3406505438166221,0.018931937536738695,0.3406505438166221,0.018931937536738695,-0.19583400616931979,-0.11614526321081353,-0.10655230854752751,-0.07155832394989181,3.7391306219282114,0.11598105093057495,0.6304364825146582,,0.6033276838655084,0.03353043825250952,0.6033276838655084,0.03353043825250952,-472.11774703284755,-0.013674190748605888,,,-221.03628579105862,-0.009897840641769406,-16.404928799999993,-0.017723585127934434,2.0,0.15384615384615385,0.0,0.0
S1_service,22,demand_surge,central_area,mild,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,17.83386969082654,17.83386969082654,0.0,1.6688732140284344,1.4794940185245018,33.18965510592168,0.0,17.83386969082654,17.83386969082654,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.83386969082654,17.83386969082654,17.83386969082654,t0_immediate,13,-0.15956300223864872,-0.00886784667275553,-0.15956300223864872,-0.00886784667275553,-0.017239510292181404,-0.010224411478258495,-0.009533430219825778,-0.006402454318666297,0.9505040383355094,0.029482911517827264,0.0,,-0.15956300223864872,-0.00886784667275553,-0.15956300223864872,-0.00886784667275553,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1_service,23,combined_disruption,central + peripheral_area,severe,node_removal,central,area_closure,peripheral_area,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,11.440756275303706,12.991381823216127,1.5506255479124205,0.44264622379844143,0.4286329395455329,28.34439667598991,62.89321898119443,41.98122776668886,42.55661499317438,25091.613812597112,,15893.26762374638,687.6110952000004,29,70,0,23.11326207233053,41.98122776668886,60.84919346104719,t0_immediate,29,-6.552676417761482,-0.36417044649223246,-5.002050869849061,-0.27799314089617216,-1.2434665005221743,-0.7374753078998342,-1.0603945091987947,-0.7121389938734898,-3.894754391596262,-0.12080821803996318,62.89321898119443,,23.987795073623673,1.3331416791232258,24.56318230010919,1.365119303198663,-9434.579050478234,-0.2732585978388661,,,-6438.5008690977975,-0.2883112849374604,-237.9876863999997,-0.2571175450216255,16.0,1.2307692307692308,-12.0,-0.14634146341463414
S1_service,24,combined_disruption,central + any_road,moderate,node_removal,central,link_failure,any_road,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,15.107218449836061,15.234360706946594,0.12714225711053379,1.238202413139921,1.0533059220571328,29.8913223605911,28.09780772329348,27.721105891439294,27.812523961611856,33103.30966783705,,21521.42618679631,882.5649288000001,17,78,0,19.291763574451252,27.721105891439294,36.15044820842734,t0_immediate,17,-2.8862142432291265,-0.16040375910826044,-2.7590719861185935,-0.15333772233365797,-0.4479103111806948,-0.2656467178736054,-0.43572152668719477,-0.2926215544613577,-2.3478287069950703,-0.07282538867332707,28.09780772329348,,9.727673198374106,0.5406235355037746,9.819091268546668,0.5457041708517921,-1422.883195238297,-0.041211702688483356,,,-810.3423060478672,-0.03628652635851599,-43.03385279999998,-0.04649298773450328,4.0,0.3076923076923077,-4.0,-0.04878048780487805
S1_service,25,link_failure,any_road,moderate,,,,,17.993432693065188,17.993432693065188,0.0,1.6861127243206158,1.4890274487443276,32.23915106758617,0.0,17.993432693065188,17.993432693065188,34526.19286307535,,22331.768492844178,925.5987816,13,82,0,17.993432693065188,17.993432693065188,17.993432693065188,15.493185652456376,15.493185652456376,0.0,1.237813257684128,1.054530913633599,30.02175848441001,27.945634636809782,27.930897378504152,27.930897378504152,33493.18758337533,,21874.936525219153,888.5132424000001,18,82,0,19.547206987461216,27.930897378504152,36.31458776954709,t0_immediate,18,-2.500247040608812,-0.1389533105360395,-2.500247040608812,-0.1389533105360395,-0.4482994666364877,-0.26587751825259526,-0.4344965351107286,-0.291798875485561,-2.21739258317616,-0.06877949666005836,27.945634636809782,,9.937464685438965,0.5522828720319132,9.937464685438965,0.5522828720319132,-1033.0052797000171,-0.029919466759533254,,,-456.83196762502484,-0.020456596071708723,-37.08553919999997,-0.04006653847998104,5.0,0.38461538461538464,0.0,0.0
